"text","label"
"ang ginawa ko lang ata sa nueva ecija uminom HAHAHAHAHAHAHAH","non-suicide"
"too drained to keep going","possible suicidal post"
"clouds r getting heavy","possible suicidal post"
"know when to speak up","possible suicidal post"
"kapagod","possible suicidal post"
"pag nakaluwag luwag na ako, bibili nako sariling mundo ang hirap makipag kapwa tao sainyo","possible suicidal post"
"so happy for mah girls in their lover girl era!!! Dasurvvv","non-suicide"
"hayy iba pa rin talaga nong narinig ko ng live yong kanta ni rico blanco na youll be safe here ","non-suicide"
"one day ull comeback and ill say no","non-suicide"
"ngayon ko masasabi na wala na talaga, okay na rin yon usad na. i did my best just to make things work for the both of us pero tama nga sila it takes two to tango.","non-suicide"
"omw to somewhere i used to call home","non-suicide"
"Imma close this heart for a bit","possible suicidal post"
"gusto ko na matapos lahat ng paghihirap","possible suicidal post"
"gusto ko na magpahinga","possible suicidal post"
"die die die die","possible suicidal post"
"katamad","possible suicidal post"
"bat ba lapitin ako ng malalaking katawan/nagpapalaki ng katawan mga gymrat ba ano ba tingin niyo sakin barbel? tyaka anong gagawin ko sa mga biceps niyo???","non-suicide"
"back to pagiging kriminal sa lahat ng socmed","non-suicide"
"si ante ay gusto magpatats","non-suicide"
"anong meron bat andami nagchachat sakin???? layuan niyo ko mga masasamang ispirito","non-suicide"
"hala sale na naman","non-suicide"
"grabe yong sakit ng puso ko ngayon, parang iba na","possible suicidal post"
"that was my last straw, nobody getting that close to me agn","possible suicidal post"
"kahit talaga patayin mo sarili mo sa gawing bahay, may masasabi at masasabi parin","possible suicidal post"
"hindi ko alam anong pahinga gagawin ko para  matapos na lahat to","possible suicidal post"
"the cut that always bleeds","possible suicidal post"
"sana walang klase sa taxation","non-suicide"
"greatful for this heart of mine","non-suicide"
"grabe yong peace ko rn, tysm Lord!!!","non-suicide"
"happy birthday, stranger.","non-suicide"
"kala ko happy happy na may exam pa pala huhu","non-suicide"
"Matulog nalang awud bwisit","possible suicidal post"
"this lowkey killing me","possible suicidal post"
"15 missed calls na oh hindi nalang uuwi ig","possible suicidal post"
"grabe transition ng mood ko","possible suicidal post"
"self-talk at iyak lang pala katapat nito e","possible suicidal post"
"kung binalik nyo pa yung pwede mag-lagay ng caption sa repost sa tiktok edi sana okay ang lahat","non-suicide"
"grabe naman ang sakit ng lalamunan ko","non-suicide"
"yeyyyy, nalog in na ulit tg ko","non-suicide"
"finally, nakapagdagat din","non-suicide"
"aga sinusubok ni Lord a","non-suicide"
"unwind sana","possible suicidal post"
"Bat ko pa kaya pinipilit?","possible suicidal post"
"sakit mo po.","possible suicidal post"
"Gagawa pa ng butas eh","possible suicidal post"
"Im so sick of love songs, so tired of tears. So done with wishing you were still here.","possible suicidal post"
"di k pa pwedeng mamatay pwede na yan","non-suicide"
"si ante mo ay ngayon palang kakain","non-suicide"
"my heart is smiling rn bcoz it is much better than before, i appreciate u trying ur hardest even when its hard, sml!!","non-suicide"
"lol pinaranas mo ulit, paulit ulit again ang again","non-suicide"
"thank god hindi nagsabay ang exam sa obli tapos tax","non-suicide"
"grabe maga maga mata huhu mahapdi","possible suicidal post"
"bat hirap magdecide huhu","possible suicidal post"
"pinakagagong nagawa ko sa buhay ko","possible suicidal post"
"bobo","possible suicidal post"
"messed","possible suicidal post"
"nagkaroon pa bigla ng prob5","non-suicide"
"as long as im with u ","non-suicide"
"watta life","non-suicide"
"the world is healing = walang activity","non-suicide"
"ang gastos mo self","non-suicide"
"Sumusobra ka na beh","possible suicidal post"
"all will be alright in time","possible suicidal post"
"feel ko im gonna throw up","possible suicidal post"
"so sinong tanga??!?!?!","possible suicidal post"
"edi me huhuhuhu","possible suicidal post"
"cleaning some drafts twt that ive been keeping for a while hehe","non-suicide"
"compile compile pa kasiii","non-suicide"
"kung pwede lang hindi pumasok bukas e","non-suicide"
"samahan niyo ko magsamgg","non-suicide"
"finding peace and comfort in silence again <33","non-suicide"
"i never talked abt it but if i were to look back agn how i begged for u to stay that night, i pity myself ","possible suicidal post"
"idk who left first, u or me","possible suicidal post"
"kapagod.","possible suicidal post"
"u were never ready, and ig u never intends to be, at least for me.","possible suicidal post"
"grabeng trauma to, never ata mawawala : (((","possible suicidal post"
"will forever remember this day","non-suicide"
"half-filipino, half-stressed","non-suicide"
"wala kayong malalaman sakin hahahahahah","non-suicide"
"mawala na kayong lahat, wag lang ako mawala ulit.","non-suicide"
"love u pipol!! ","non-suicide"
"d.r.a.i.n","possible suicidal post"
"i am trying to hold on","possible suicidal post"
"Bad communication really ends a lot of good things.","possible suicidal post"
"Walang update ah","possible suicidal post"
"Yung feeling na, ako na boyfriend HBD lang binati sayo, tas yung palong palo na boybestfriend daig pa LSM.","possible suicidal post"
"grabe napapabayaan ko na mga online games ko dahil sa pag aaral ko, mali to","non-suicide"
"ang hirap maging masaya pag alam mong report mo bukas hehe","non-suicide"
"wrong move.","non-suicide"
"may pasok na naman bukas ano ba yan pag ako namatay","non-suicide"
"ingame na naman si ate niyo place order nang place order","non-suicide"
"hahahaha pls dont use ur mental health as an excuse sa panggagago sakin","possible suicidal post"
"omg nakakahiya","possible suicidal post"
"ang hirap naman umintindi ng tanga","possible suicidal post"
"grabe yung sakit","possible suicidal post"
"may iba talaga akong feeling ei !! tamang hinala na ba e2","possible suicidal post"
"Welp di nanaman ako magaaral","non-suicide"
"The new variant of SARS-Cov-2 has finally landed in Quezon City Philippines. Please take extra caution, do not panic but maintain obeying health protocols to avoid the spread.","non-suicide"
"We do not want the repeat of 2020. As we all are hoping for a better 2021. Pls God heal our Land. Amen","non-suicide"
"2021 bigyan mo ako ng isang kasiyahan","non-suicide"
"Nakaramdam lang ako ng lungkot nasusuka naman na ako","non-suicide"
"gawa kasi sila ng gawa ng kwento","possible suicidal post"
"grabe naman tong gabing e2","possible suicidal post"
"grabe sobrang bigat ng nararamdaman ko","possible suicidal post"
"mentally and emotionally exhausted","possible suicidal post"
"Buti na lang talaga may Lolo at Lola ako sa mothers side ","possible suicidal post"
"For Sale : Family ( Fathers side) Issue : Toxic","possible suicidal post"
"Atleast di ako naboring ngayon","non-suicide"
"I want to but also dont want to","non-suicide"
"Bored","non-suicide"
"Hapdi ng aking sugat","non-suicide"
"Parang gusto ko na ulit magmahal hahahaha","non-suicide"
"ngay netong mga babaeng eto dahil sa abs","possible suicidal post"
"parang gusto ko na lang magleft sa group chat namin sa school","possible suicidal post"
"umagang umiiyak","possible suicidal post"
"Magtanim ng PUNO wag sama ng loob ","possible suicidal post"
"nasa harap lang ako ng bahay namin ,pinagalitan na ako","possible suicidal post"
"gawa gawa pa ng kwento","possible suicidal post"
"Bat ba lagi ako naaapektuhan kapag nanonood ng romance anime","non-suicide"
"Nahabol ko na one piece, what is life? ???","non-suicide"
"Di ako makapagdecide sa gagawin ko amp","non-suicide"
"Bored","non-suicide"
"Hapdi ng aking sugat","non-suicide"
"kainis naman ang tumal ng process nyo !!","possible suicidal post"
"Tara long ride sa malapit","possible suicidal post"
"Nakakatamad na mag aral","possible suicidal post"
"Wala na magawa sa buhay","possible suicidal post"
"Hirap mag review pag andami problema","possible suicidal post"
"NAIINIS","non-suicide"
"solid ng mga prof namin","non-suicide"
"ang gaan talaga sa pakiramdam pag malinis","non-suicide"
"bat kaya ganon panaginip ko? HAHAHHAHAHAHAH","non-suicide"
"wtf linggo na","non-suicide"
"sana matakpan pa to ng concealer bukas hahahahahaha","possible suicidal post"
"naatching ko na rin ata pati lahat ng sama ng loob ko","possible suicidal post"
"hindi po ako umiyak, pagod po to huhuhu","possible suicidal post"
"si kuya rider sa sobrang dalas na niyang magdeliver dito sa bahay wala ng tawag tawag or text man lang, ideliver niya na agad hahahahaha","non-suicide"
"work qt ","non-suicide"
"oh to be someones palagi","non-suicide"
"sa pasukan na ulit ","non-suicide"
"last check out na to promise hahahaahahahah","non-suicide"
"anong living so good, e panganay ako","non-suicide"
"from head to foot","non-suicide"
"andami mo kailangang icare","non-suicide"
"ang gastos talaga maging babae","non-suicide"
"anuna j&t yong parcel ko inyo nalang na yon?","non-suicide"
"me n my magugulating self against the worlddd","non-suicide"
"theres peace knowing i at least tried","non-suicide"
"pd bang wag nalang mag feb?????","non-suicide"
"i miss you, more than life","non-suicide"
"magtitipid na talaga ako may mga parcel na padating","non-suicide"
"wala pong mag aaya ng gala pls, nakareserve na po sa parcel pls","non-suicide"
"hala si antecco nong natuto naman sa discount discount sa shopee hindi na tumigil","non-suicide"
"pano ka makaka relate sa living so good eh sa pilipinas ka nakatira","non-suicide"
"investing in myself","non-suicide"
"indeed a roller coaster year, thank you for the ride 2023. 2024 im readyy ","non-suicide"
"tamad parin magcharge ngayong 2024!!!!","non-suicide"
"parang ewan mga tao ngayon no, kakachat palang mahal kana agad????","non-suicide"
"but how can someone make love, without being inlove?","non-suicide"
"si ante ay nasa mood kumain ng chocolates","non-suicide"
"self love 2024!!!","non-suicide"
"hay makakapag pahinga na face ko sa make up","non-suicide"
"sana kung anong kinarami ng cravings ko sing dami rin ng pera ko","non-suicide"
"nakakainis andami kong kinacrave","non-suicide"
"si ate ay naglalaro na naman ng baliw baliwaaan","non-suicide"
"edi kayo na pagod hahahaha","non-suicide"
"Andres Bonifacio pasensya pero para kay kath muna yung tagay nato","non-suicide"
"si bro ay ang kapal ng mukha maboring e andaming pending school works","non-suicide"
"ginising ako ni Lord hahahaha alam niyang may report ako huhu","non-suicide"
"season of giving sumainyo mga problema ko","non-suicide"
"may pasok na naman pala tom huhu","non-suicide"
"si bro ay tamad na tamad magcharge ng phone niya","non-suicide"
"wag niyo muna akong mabiro biro at walang nakakatuwa ngayon at baka masapok ko kayo ","non-suicide"
"WHUT???! ANDAMI NA NAMANG PINAPAGAWA","non-suicide"
"solid first ep nong ssa HAHAHAHAHAHAHA","non-suicide"
"magrereview pala dapat kala ko matutulog hehe","non-suicide"
"pag sunday night ko talaga naaalalang nag aaral pala ko hehehe","non-suicide"
"quiz na naman tom","non-suicide"
"hala im backk new phone qtie","non-suicide"
"kaka deact ko kahit di na nakadeact hindi na ko machat talaga HAHAHAHAHHAHAHA","non-suicide"
"sabay sabay ampp hahahahaha","non-suicide"
"happy birthday, my future rn!!!","non-suicide"
"bday na ng bebe tom <333","non-suicide"
"di ko deserve yon, di kita deserve hahahaha","non-suicide"
"the way u call me love hayyy","non-suicide"
"ganda rainbow","non-suicide"
"bumalik na naman po yong sakit ng phone ko ","non-suicide"
"will always have a special place in my heart ","non-suicide"
"miss my angels, nanay, lolo and ate kia","non-suicide"
"general cleaning ft. 1D songs couldnt ask for more","non-suicide"
"1D SONGS ON REPEAT COZ Y NOT, MISS KO NA SILA ","non-suicide"
"may nangyayari na huiii","non-suicide"
"I MISS MY 1D!!!!! ","non-suicide"
"huy si ante hahabol sa undas","non-suicide"
"its the small interaction for me, ang cute hahahahah","non-suicide"
"ang sakit ng buong pagkatao ko hanep","non-suicide"
"quiet era agn","non-suicide"
"uve begun to feel like home","non-suicide"
"ik saglit lang yon pero sobrsng naging special ka sakin hehe","non-suicide"
"grabe maboring mga tao ngayon, bigla nalang nage-SK","non-suicide"
"when Im losing my control, the city spinds around, ure the only one who knows to slow it down","non-suicide"
"ay si ante feeling concern","non-suicide"
"mga mam/sir, mag eexam pa po ba kamii?","non-suicide"
"happy heart <333","non-suicide"
"cleaning some random relatable quotes","non-suicide"
"ay may twt pa pala ko hehehhe","non-suicide"
"sama ng pakiramdam ko :((","non-suicide"
"antok na antok ako sa klase amo hahahaha","non-suicide"
"ate duties!!!","non-suicide"
"our keon is on his way ","non-suicide"
"Shit nabangga tropa ko!","non-suicide"
"Umaasa pa yong tropa","non-suicide"
"Panalo dallas","non-suicide"
"Cash out dallas","non-suicide"
"Sayang tyson furry","non-suicide"
"Sorry arjeyy:(","non-suicide"
"Ang mahal ng malboro !","non-suicide"
"Tumukod motor ng tropa ko","non-suicide"
"Sarap ng buhay ko","non-suicide"
"Sakit ng ulo ko","non-suicide"
"Puyat nanaman sa school","non-suicide"
"Ayaw bumunga ng mangga namin","non-suicide"
"Ayaw kona muna mag mag inom","non-suicide"
"Nakaka asar ka siah","non-suicide"
"Di yata pares","non-suicide"
"Pasok nanaman bukas !","non-suicide"
"Kap kalbo ka pala sa personal!","non-suicide"
"Gagastos nanaman sa brief","non-suicide"
"Traffic naman !","non-suicide"
"Nawalan pa ng gas.","non-suicide"
"Ayaw umalan","non-suicide"
"Ang tabang ng ice candy","non-suicide"
"Jogging bukas?","non-suicide"
"Sira namaman araw ko","non-suicide"
"Gabi na amoy araw ka pa","non-suicide"
"Ang init naman","non-suicide"
"Bali na yung upuan","non-suicide"
"Sarap ng buko!","non-suicide"
"Sarap mag inom","non-suicide"
"Dayo tayo bukas !?","non-suicide"
"Bakit sya pinili mo!","non-suicide"
"Lasing nanaman !","non-suicide"
"takbo ng takbo parang magnanakaw","non-suicide"
"feels good lately.","non-suicide"
"nakakabwisit kayo","non-suicide"
"Happy fathers day pa, hindi ko man masabi ng personal pero mahal kita palagi.","non-suicide"
"Ubos na ang tinta para sa susunod na pahina","non-suicide"
"Mahal tumila na ang ulan, oras na para bumalik sa tunay mong tahananan.","non-suicide"
"Dati gustong gusto ko matulog, ngayon natatakot na ko","non-suicide"
"Banat lang ng banat","non-suicide"
"Pano kaya ako nakauwi?","non-suicide"
"Baka naman zameco 12% nalang ako oh.","non-suicide"
"Hindi ako maka Robin ha, pero pare parehas lang naman tayong bumoto","non-suicide"
"Taong Bayan ang bumoto dyan bat nyo ikkwistyon? desisyon ba kayo?","non-suicide"
"Sanaol padagat dagat lang.","non-suicide"
"Buti nalang nandyan ang tropa","non-suicide"
"Di ka talaga magsasawang tignan sya, i was like girlfriend ko ba talaga to?","non-suicide"
"Sobrang ganda nya ampotek","non-suicide"
"Tatlo nalang kami di pa din panalo?","non-suicide"
"Hirap mag update Quit cod?","non-suicide"
"Lt dun sa nag vivideo sakin habang kumakain kanina sa San Felipe. wala siguro dalang oversize para kay baby boy kaya di lumapit","non-suicide"
"Walang bago ikaw pa rin<3","non-suicide"
"Sorry sa gastos!! babawi ako","non-suicide"
"Katamad, paskong pasko eh","non-suicide"
"Nasusura talaga ako sa Aguinaldo na yan HAHAHAHAHA","non-suicide"
"Dapat yung oras ng pag online ko ginawa ko nalang pahinga..","non-suicide"
"Kinasal lang sa booth noon 2yrs na ngayon cheret","non-suicide"
"ako na mag-aadjust sa videoke niyo guys hehehehe maya na ako mag-review, madaling araw","non-suicide"
"gusto ko magkaroon ng chihuahua pls ","non-suicide"
"and if im dead to u, why are u at the wake ?!","non-suicide"
"gm nagtatampo pa rin ako","non-suicide"
"kapasura","non-suicide"
"pag ikaw sinapak ko talaga","non-suicide"
"iba ata nasabihan mo taylor","non-suicide"
"ayaw mangyari pero hindi naman gumagawa ng paraan","non-suicide"
"dapat pala inuwi ko na si tj","non-suicide"
"ouch tj ha","non-suicide"
"stargaze, find calm","non-suicide"
"grabeng makeup remover to, luha hahahaha","non-suicide"
"yo, straight up crying cos i cant use my right arm as a pillow :((","non-suicide"
"wait nahihilo na ako sa pagod","non-suicide"
"jusko patay na ako hindi pa rin sumasagot nanay ko","non-suicide"
"wala pong bomb sa bag ko, jolly hotdog lang po","non-suicide"
"help ang awkward po kausapin nitong mga fireman","non-suicide"
"lakas ng trip ampotek","non-suicide"
"daldal nila kuya","non-suicide"
"hays miss ko na baby ko","non-suicide"
"thank you so much kuya tric","non-suicide"
"pag-pray nalang po kita","non-suicide"
"pagod much","non-suicide"
"sorry po first time ko lang po mag-luto ng curry","non-suicide"
"bakit walang nagrreply sa akin","non-suicide"
"want ko mag-firing","non-suicide"
"m tired na, kayat kon agawid huhu","non-suicide"
"sana hindi ka po mag-sawa","non-suicide"
"sinong hindi maiinis?!","non-suicide"
"wag mag-laro kapag pikon","non-suicide"
"note to myself","non-suicide"
"sobra ka na julie","non-suicide"
"nakipag-away sa panaginip","non-suicide"
"ayaw kasi akong tabihan nung isa dyan","non-suicide"
"kinda jealous","non-suicide"
"binatak pa mag-karaoke kahit may sore throat","non-suicide"
"kinikilig ako kina archie at roxie pls huhuhu","non-suicide"
"hoy ang sakit talsga ng ulo ko!!!","non-suicide"
"e minigraine","non-suicide"
"lakas mangonsensiya ng nanay ko ><","non-suicide"
"mas magaling pa kasi yung tinuturuan bwesit","non-suicide"
"why ba tamad na tamad na tamad ako now","non-suicide"
"pls wag mo na ako artehan","non-suicide"
"miss you","non-suicide"
"sending hugs ","non-suicide"
"feel ko makukurot ako ng nanay ko kapag itong binili kong swimwear ginamit ko","non-suicide"
"ik my notes app be scared when she see me coming ","non-suicide"
"pls always be kind","non-suicide"
"kunware nalang unbothered","non-suicide"
"cram siya ngayon","non-suicide"
"season of giving tapos phone ko unang nag give up","non-suicide"
"tangina buhay pa ba to huhu","non-suicide"
"cutie inalukan ako ng burger at fries ni lola na katabi ko","non-suicide"
"kasi nga po mom ikaw ang magppay","non-suicide"
"nakuryente buong pagkatao ko hayop na massager to","non-suicide"
"kala ko naman madaling araw na","non-suicide"
"mga magulang ko iniwan ako rito sa dilim","non-suicide"
"want ko yung mint truffle na kisses","non-suicide"
"kelan kaya matututong kumain ng isda nang hindi natitinik tong mga pusa ko","non-suicide"
"kaya to hehe ako pa (walang choice)","non-suicide"
"ang init init init init","non-suicide"
"cheret nangungulila lang","non-suicide"
"si sir tamad na tamad na sa amin huhuhuhu","non-suicide"
"aga magising ampotek","non-suicide"
"kausapin niyo sarili niyo bye","non-suicide"
"miss u na kasi","non-suicide"
"the pain kapag gusto mong tumulong but dk how","non-suicide"
"bakit naman naka except acc ko sa story ng mga pamangkin ko","non-suicide"
"hayop na cravings to inihaw na liempo pero dapat sa dagat kainin","non-suicide"
"idk kung saan ko nakukuha sugat ko lagi sa ilong","non-suicide"
"e umiyak sa takot","non-suicide"
"nagpaopen notes pero wala pa ring nakuhang sago","non-suicide"
"hehehe sorry po salamin ko lang pala ang gamot sa hilof ko","non-suicide"
"what if mag pashort tapos dye ako ng hair?????!!!!!","non-suicide"
"okay kwento mo yan","non-suicide"
"the best talaga mga biglaang gala w main","non-suicide"
"kung ako yan pati resibo ng everything ilalapag ko ","non-suicide"
"mamamatay na ata ako sa sakit ng puson ko","non-suicide"
"naawkward ako kapag buong pangalan tinatawag sa akin, feeling ko galit huhu","non-suicide"
"ano ako tanga? tigil tigilan niyo nga ako","non-suicide"
"grabe ka naman maam huhu sana pinagquiz mo nalang kami ng nakapikit","non-suicide"
"idk pero grabe namang katangahan ko na to","non-suicide"
"matutulog na nga lang kasi mangbabadtrip pa","non-suicide"
"excited na naman ang tita","non-suicide"
"fave ba naman ako ng kapatid","non-suicide"
"fave ba naman ako ng kapatid","non-suicide"
"5 months na tayong hindi nagkikita","non-suicide"
"tatay ko pagod na kakareceive ng parcel ko","non-suicide"
"lf macbook air yung libre","non-suicide"
"anong oras na hindi pa rin ako tantanan ng mga to","non-suicide"
"naiiyak ako dami ko cravings","non-suicide"
"oh ayan wala ng maingay na immature sa feed ko","non-suicide"
"sakit ng tiyan ko kakatawa, hayop na sean to","non-suicide"
"ingay sa fb","non-suicide"
"masyadong problematic ampota","non-suicide"
"buti nalang wala kang jowa kasi hindi mo naman deserve","non-suicide"
"maam hindi lang naman ikaw ang subject namin, grabe naman makarush","non-suicide"
"ang sarap naman mag inarte HAHAHAHAHAHA","non-suicide"
"does it bother me? yes. will i ever tell you? no","non-suicide"
"sakit ng ulo ko wtf","non-suicide"
"i’m so motherly when i love someone","non-suicide"
"e naayos","non-suicide"
"nawala lahat ng pagod ko ah nakakainis","non-suicide"
"makastress naman tong gender and society","non-suicide"
"ngayon na nga lang papasok, nagisa pa ng prof ","non-suicide"
"bakit naman nagising pa ako. paano ako matutulog ulit nito???????","non-suicide"
"bitter naman nitong dalawang lalaking to, hindi naman sila inaano e huhu","non-suicide"
"gusto ko po ng crush para makapag papansin na ako","non-suicide"
"kaya to pumapasok naman akong 30mins lang ang tulog","non-suicide"
"quality time and act of service>>","non-suicide"
"hindi ako makatulog ampunyetang buhay to","non-suicide"
"weird naman ng mga lalaki now huhu","non-suicide"
"guys iprank niyo rin ako tapos bigyan niyo ako ng kotse after","non-suicide"
"hugs are the most healing things ever","non-suicide"
"masama bang mamiss ang greatest love ko?!","non-suicide"
"hahahaha pls gusto ko rin ng mini donuts","non-suicide"
"hahahaha pls gusto ko rin ng mini donuts","non-suicide"
"instalk lang naman ako ng crush ko","non-suicide"
"TAMA NA PO KAKARETO NIYO GUSTO KO NA MANAHIMIK","non-suicide"
"daming pantal sa legs kapang dugo na","non-suicide"
"never again eebak HAHAHAHA","non-suicide"
"di pa ako pumapasok pero.gusto ko na uuwi HAHAHAH","non-suicide"
"sana sabado na para off na hays","non-suicide"
"namimiss ko na mga friends ko","non-suicide"
"ay bata pa lang nakikisawsaw na","non-suicide"
"di po ako buntis , malaki lang po tyan ko ","non-suicide"
"grabe tapos na po jan 1 huhu , sarap tulog ko bat naman nagpaputok pa kayo sunod sunod","non-suicide"
"lalamig ata ang bagong taon ko","non-suicide"
"no negative vibes","non-suicide"
"Magmove on na ako sa 2024 ayp HAHAHAHAH","non-suicide"
"may mga pavideoke na pala , malapit nanaman ang summer era huhu","non-suicide"
"di na makakain kanina dahil sa pagkadadaming langaw","non-suicide"
"ano gagawin ko ? pag nakatutok Efan sinisipon ako , pag hindi pagpawisan","non-suicide"
"Punta sana akong watsons kaso nakaready na yung mga saleslady hahaha back out ah","non-suicide"
"tapos ang titignan ko lang kung nakasale pa yung bibilhin ko hahahaha","non-suicide"
"yung kasabay ko sa tric natusok na mata ko ng buhok mo","non-suicide"
"di ko naman masabi nakaearphone ei huhu","non-suicide"
"sunshine stop HAHAHAH","non-suicide"
"claiming this thing ","non-suicide"
"Just woke up haha","non-suicide"
"welcome to the family ","non-suicide"
"Japan cutie ","non-suicide"
"di na ko magpuyat","non-suicide"
"malapit na mag back to reality","non-suicide"
"namimiss ko na yung mga kaGIN hahaha","non-suicide"
"yeey","non-suicide"
"bilis ng araw . kabado na ko","non-suicide"
"God will work it out!","non-suicide"
"ulan nanaman","non-suicide"
"Malapit na","non-suicide"
"eto namang activities ko ayaw gumawa mag-isa apakatamad jusko","non-suicide"
"habang papalapit ng papalapit pag uwi ko , parang magkakasakit ako ah !!","non-suicide"
"uwing uwi na ko talagaa !!","non-suicide"
"Yung 40 hrs lang ata ako sa school ng 1st sem pero 600 hrs ng 2nd sem !! ano e2","non-suicide"
"4 days na lang makakauwi na ","non-suicide"
"Di ako papakita kay Maam M bukas !! baka kokota na ako HAHAHA","non-suicide"
"YUNG INAASAR NILA SA AKIN SA GC , WALA NA PO HAHAHAHA","non-suicide"
"gusto ko na magdagat , ket malapit lang sa bahay di ako nakakapunta hays","non-suicide"
"kasura yung mga batang nagpapaputok , sakit sa puso be !!","non-suicide"
"nung time na wala pa kaming sasakyan kaya nyo maglakad kung saan saan , nung may sasakyan kami halos araw arawin hiramin tapos di pa lagyan ng gas","non-suicide"
"samatalang kami kahit may sasakyan kaya pa maglakad kung saan saan tapos kayo hihiramin nyo lang","non-suicide"
"sira daw sasakyan nila , pero pag sa amin nasira nila , wala na sila pake tapos maayos nanaman yung kanila ","non-suicide"
"kapag nasira yung sasakyan namin siguraduhin nyong may ambag kayo ","non-suicide"
"last time na nasira yan na halos kayo gumagamit halos di na kayo makita","non-suicide"
"kabado para sa lunes","non-suicide"
"1 hour lang yuuun huhuhu makisama lahat ng brain cellss ko hahahah","non-suicide"
"Thank you Lord sa Blessings ","non-suicide"
"sana wag na umulan (?•??•??) miss ko na tumambay at mag take ng picture sa dagat","non-suicide"
"Grabe yung early gift para next year !! Grabee yung pressure hahaha","non-suicide"
"namiss ko magovernight (???)","non-suicide"
"Sige patay sindi nanaman ilaw , tas gulatan na lang sa bill ","non-suicide"
"napaisip ako , pag nag graduate pala ako next year , ang caption ko (salamat PRMSU sa 10 years) hahahaha !!","non-suicide"
"Naiiyak ako ! Mix Emotions","non-suicide"
"dumalaw ka nanaman tay sa panaghinip ko , I love you always tay. Miss na kita","non-suicide"
"kabado bente mag open ng message sa gc namin ng research hahaha","non-suicide"
"dami ko pa naman iheart at ihaha","non-suicide"
"1 down 6 more to go ","non-suicide"
"Kaya kapag may nag 18th sa inyong family di nyo Ako mainvitee guys hahahahaha","non-suicide"
"Dami tanong ni papa kapag umaalis ako sa Bahay ng gabiii ","non-suicide"
"Naki 18th birthday lang naman","non-suicide"
"Ganto Pala feeling mag review ulit hahahaha chariz","non-suicide"
"not enough time to solve na nga tas need pa naka scan and pdf ng answer !! written yang answerr tas di man lang consider na may kasunod syang subject !!","non-suicide"
"parang gusto ko magtweet kaso baka makita nya","non-suicide"
"ang soliid kagabii","non-suicide"
"pinayagan ako magoverniiight ","non-suicide"
"parang ang saya mamaya","non-suicide"
"umagang nagiisip kung papayagan ba mamaya or hindi HAHAHAH","non-suicide"
"sana payagan bukas","non-suicide"
"thank you sa VM na kumakanta","non-suicide"
"sarap pakinggan ng vm","non-suicide"
"playing cards ng gantong oras is reaaal HAHAHA","non-suicide"
"oo di ko alam kung gusto ni 3sha HAHAHAHA","non-suicide"
"please lang wag ka na magchat !","non-suicide"
"Sana matapos na tong reporting namin sheeesh","non-suicide"
"akward pala kahapon sa airport hahahaha","non-suicide"
"Bye PH","non-suicide"
"first time umuwi gantong oras galing maligo dagat hahahah","non-suicide"
"NAG ONLINE CLASS WHILE NAGBABIKE SA BURNHAM PARK ","non-suicide"
"ilang days na lang June na at may magiging twist na mangyayari","non-suicide"
"1 am na may nag gigitara pa din sa kapitbahay","non-suicide"
"may plot twist na magaganap","non-suicide"
"ayaw ko ng matapos tong saya na to","non-suicide"
"GUSTO KO GANTO NA LANG AKO KASAYA PALAGI","non-suicide"
"BEST DAY WITH MY COUSINS GRABEE!! KET EPIC FAIL PALAGI SA KAINAN","non-suicide"
"pasmado problems, kusang nagsend pictuuuure","non-suicide"
"sakit ng opera ko","non-suicide"
"bwiset na tyan to :< napamahal na sa cr namin","non-suicide"
"GG NANALO AKO SA LIVE NG WALA AKONG KAALAM ALAM HAHAHAA","non-suicide"
"sana macclaim ko pa","non-suicide"
"ANG SARAP NG MATCHA SUNDAE NG MCDOOO ","non-suicide"
"Di ko na napatapos ang mga kdrama na pinapanuod ko","non-suicide"
"sana yun ang intensyon HAHAHAHA ","non-suicide"
"gusto ko na hindi hahahaha","non-suicide"
"sasama ba akong volleyball ?","non-suicide"
"ilang years na din di ako naglalaro hahahaha","non-suicide"
"miss ko na si tatay","non-suicide"
"Hahahaa LT ka naman po hahahaha","non-suicide"
"ang saya saya naman nila kasama","non-suicide"
"Kaliit na bagay hahahaha","non-suicide"
"HAHAHAHAA TRAITOR","non-suicide"
"sana manalo later hahahh","non-suicide"
"mas tumataas expectation","non-suicide"
"mas lalong di papayagan hahahaha","non-suicide"
"exam na pala hahahah","non-suicide"
"anuna globe ?","non-suicide"
"buti blurred hahahaha","non-suicide"
"isang project na lang bhie , sana matapos ko na","non-suicide"
"my summer pala kami","non-suicide"
"bat pa ako magpapatugtug sa cellphone kung libre naman kanta galing videoke ng kaptibahay hahahaa kabialan pa nga","non-suicide"
"excited for this week","non-suicide"
"makakalabas na din ako yey","non-suicide"
"sana magwork etong cp","non-suicide"
"ayaw ko masunugan ng palda at mapalayas ulit","non-suicide"
"HAHAHAHA BAKA IPAGKALAT DIN NA MALANDI AKO","non-suicide"
"ngayon lang ito","non-suicide"
"yung soundtrip kapitbahay hahaha nakikisound trip na din","non-suicide"
"sa lahat talaga ng ayoko , ay yung activity na may materials na ginagamit .","non-suicide"
"wala makunan ng sagot","non-suicide"
"KAKANUOD KO NG CARTOONS KAGABI , NANAGHINIP AKO NG ALIEN . HAAAYS","non-suicide"
"I dont see nobody but u","non-suicide"
"malapit na december.","non-suicide"
