,text,Translated Text,Cleaned Text,label
286,Ang sakit sobra ng likod koooo,My back hurts too much,back hurt much,Possible Suicidal Post
287,Pahinga.,Rest.,rest,Possible Suicidal Post
288,Please dont be in love with someone else ??,Please dont be in love with someone else ??,please dont love someone else,Possible Suicidal Post
289,"Thank you po sa mga students ni mama, kaunti na lang mag kaka-tonsillitis na kami. Charr","Thank you to mom's students, we just got tonsillitis. Char",thank mom student get tonsillitis char,Possible Suicidal Post
290,kaproud naman ni Sir Cuevas ??,is Sir Cuevas proud ??,sir cuevas proud,Non-Suicide
291,nagustuhan nila inuwi kong cat food mwehe <33,they liked the cat food I brought home <33,like cat food bring home,Non-Suicide
292,almonds+dark chocolate>>>>>,almonds+dark chocolate>>>>>,almond dark chocolate,Non-Suicide
293,her first day on the job ????,her first day on the job ????,first day job,Non-Suicide
294,hay miss q na agad mashaaa,hey miss q I'll be fine soon,hey miss fine soon,Non-Suicide
295,holy shit,holy shit,holy shit,Possible Suicidal Post
296,sobrang hirap,very difficult,very difficult,Possible Suicidal Post
297,"bobo magbudget ,bobo sa time management, bobo sa house chores :((","stupid to budget, stupid for time management, stupid for house chores :((",stupid budget stupid time management stupid house chore,Possible Suicidal Post
298,so anxious about lots of stuff lately,so anxious about lots of stuff lately,anxious lot stuff lately,Possible Suicidal Post
299,hirap mabuhay idol??,hard to live idol??,hard live idol,Possible Suicidal Post
300,gurllllll what if? HAHQHQHAHAHA,gurllllll what if? HAHQHQHAHAHA,gurllllll what hahqhqhahaha,Non-Suicide
301,di ko alam kung matutuwa ako sa panaginip na yon o ano ??,I don't know if I will be happy in that dream or what??,not know happy dream what,Non-Suicide
302,my type of weather ???,my type of weather ???,type weather,Non-Suicide
303,kabagalan naman ng bus na to.,the bus is slow.,bus slow,Non-Suicide
304,kaya ba iclutch tong song writing?,can iclutch song writing?,iclutch song write,Non-Suicide
305,Nastress na ako sa buhay ko,I'm already stressed in my life,already stress life,Possible Suicidal Post
306,Ngayon ko nararamdaman yung pagod nung mo day at tuesday ang sakit ng buong katawan ko haha,Now I feel the tiredness of your day and the pain of my whole body on Tuesday haha,feel tiredness day pain whole body tuesday haha,Possible Suicidal Post
307,Gave you all I had and you tossed it in the trash,Gave you all I had and you tossed it in the trash,give all toss trash,Possible Suicidal Post
308,"You tossed it in the trash, you did","You tossed it in the trash, you did",toss trash,Possible Suicidal Post
309,Pagod na ako ??,I am tired ??,tire,Possible Suicidal Post
310,kqya pala maanghang ??,why is it spicy??,why spicy,Non-Suicide
311,yoko na ng red days yawa,"no more red days, devil",no more red day devil,Non-Suicide
312,pati ba naman sa panaginip ??,is it also in the dream??,also dream,Non-Suicide
313,after 2 weeks makakauwi na ako sa mga pusa q :>,after 2 weeks I can go home to the cats q :>,after week go home cat,Non-Suicide
314,nap time..??,nap time..??,nap time,Non-Suicide
315,You expect me to open up but you used my problem as a joke,You expect me to open up but you used my problem as a joke,expect open up use problem joke,Possible Suicidal Post
316,2-3 hrs nalang ata kaya ko gawin na tulog,I can only sleep for 2-3 hrs,only sleep hr,Possible Suicidal Post
317,Sleep deprived pt.2,Sleep deprived pt.2,sleep deprive pt,Possible Suicidal Post
318,Kailangan ko makalimutan lahat ng ito,I need to forget all this,need forget all,Possible Suicidal Post
319,I want to shut up and die.,I want to shut up and die.,want shut up die,Possible Suicidal Post
320,what if 30 items lang solving tapos puro elements na?,what if solving only 30 items and then it's all elements?,what solve only item all element,Non-Suicide
321,ginagawa ko na ang lahat para makaless sa trays ??,I'm doing everything to get rid of the trays??,everything get rid tray,Non-Suicide
322,more vouchers sa shoppee HAHAHAHA,more vouchers at shoppee HAHAHAHA,more voucher shoppee hahahaha,Non-Suicide
323,naiinis talaga ako pag may nawawala akong gamitttt kahit halagang bente pesos pa yan hahahahaha,"I get really annoyed when I lose something, even if it costs twenty pesos hahahahaha",get really annoy lose something even cost twenty peso hahahahaha,Non-Suicide
324,magreview na baccla,review that baccala,review baccala,Non-Suicide
325,Magbreakdown nanaman ba ako,Am I going to have a breakdown?,go breakdown,Possible Suicidal Post
326,Sobrang nipis na ng buhok ko ??,My hair is too thin??,hair thin,Possible Suicidal Post
327,Wala akong matawag guys ??,I can't call you guys??,not call guy,Possible Suicidal Post
328,Si lang nag reply sa lahat ng chinat ko ??,He's the only one who replied to all my posts??,only one who reply all post,Possible Suicidal Post
329,Kanino ako mag sasabi ng SOS?,Who do I say SOS to?,who say so,Possible Suicidal Post
330,dami naman aaralin shems,there's a lot to learn shems,lot learn shem,Non-Suicide
331,yung aso:((,the dog :((,dog,Non-Suicide
332,matutulog ako,i will sleep,sleep,Non-Suicide
333,ang cravings ko po ay long term memory,My cravings are long term memory,craving long term memory,Non-Suicide
334,uwi na tayo doccc,let's go home doccc,let go home doccc,Non-Suicide
335,Should I hang myself leaving the 25k primogems behind?,Should I hang myself leaving the 25k primogems behind?,hang leave primogems behind,Possible Suicidal Post
336,I'm so depress right now fr,I'm so depress right now fr,depress right fr,Possible Suicidal Post
337,pass na ako ayoko na,"I'm done, I don't want it anymore",do not want anymore,Possible Suicidal Post
338,bat pa ako yung sinaktan,I'm still the one who got hurt,still one who get hurt,Possible Suicidal Post
339,sobrang sakit na talaga ayoko na,it hurts so much I don't want to anymore,hurt much not want anymore,Possible Suicidal Post
340,ay may acc pala ??,does it have an acc??,acc,Non-Suicide
341,bat ba kasi pati pagsabog at bomba mga sinasagutan hahaha,why is it that explosions and bombs are also answered hahaha?,why explosion bomb also answer hahaha,Non-Suicide
342,????gutom nanaman,????I'm still hungry,still hungry,Non-Suicide
343,happy na si baccla ??,happy na si baccala ??,happy na si baccala,Non-Suicide
344,sakit na ng likod ko ??,my back hurts??,back hurt,Non-Suicide
345,Bad communication really ends a lot of good things.,Bad communication really ends a lot of good things.,bad communication really end lot good thing,Possible Suicidal Post
346,it is what it is shit happens and that's okay BUT WHAT THE FUCK,it is what it is shit happens and that's okay BUT WHAT THE FUCK,what shit happens okay what fuck,Possible Suicidal Post
347,ighting my inner demons ,ighting my inner demons,ighting inner demon,Possible Suicidal Post
348,bakit ganiyan ka Rj,why are you like that Rj,why like rj,Possible Suicidal Post
349,kaya ko naman bbyahe nang mag-isa *umiyak*,I can travel alone *cry*,travel alone cry,Possible Suicidal Post
350,Naiwan ko sa bahay plates ?? galing talaga ni baccla.,I left plates at home?? baccala is really good.,leave plate home baccala really good,Non-Suicide
351,the plans for today:,the plans for today:,plan today,Non-Suicide
352,I never say no to fries.,I never say no to fries.,never say no fry,Non-Suicide
353,"shet, sunod sunod ang gastossss!","shet, the costs are one after the other!",shet cost one after,Non-Suicide
354,shookt si baccla,baccala shook,baccala shook,Non-Suicide
355,sobrang sakit na talaga ayoko na,it hurts so much I don't want to anymore,hurt much not want anymore,Possible Suicidal Post
356,sukong suko na ako,I give up,give up,Possible Suicidal Post
357,fck this life,fck this life,fck life,Possible Suicidal Post
358,batrip na ako sa sarili ko,I'm mad at myself,mad,Possible Suicidal Post
359,tama na po ayoko na,"that's right, I don't want it anymore",right not want anymore,Possible Suicidal Post
360,lutang nanaman aq,float naman aq,float naman aq,Non-Suicide
361,"yes po, ganyan kalambing si masha q gang pagtulog hehe <3","yes, that's how soft masha q gang sleeps hehe <3",yes how soft masha gang sleep hehe,Non-Suicide
362,Judging the neighbors while petting her kitten ??,Judging the neighbors while petting her kitten ??,judge neighbor pet kitten,Non-Suicide
363,kung ano ano naman kasi napipindot ng mga pusa na ito ??,what are these cats pressing??,what cat press,Non-Suicide
364,Burnout nakoooo,Burnout nakoooo,burnout nakoooo,Possible Suicidal Post
365,Pagod nako toprank ??,I'm tired toprank ??,tire toprank,Possible Suicidal Post
366,Hindi ko alam kung saan galing yung mga questions ??,I don't know where the questions come from??,not know where question come,Possible Suicidal Post
367,"i was hurt the whole time, i just didn’t say anything.","i was hurt the whole time, i just didn’t say anything.",hurt whole time didn say anything,Possible Suicidal Post
368,Siguro pwede na ma deads,Maybe it can be dead,maybe dead,Possible Suicidal Post
369,create your own path,create your own path,create own path,Non-Suicide
370,"tangina, what if?","tangina, what if?",tangina what,Non-Suicide
371,good morning!,good morning!,good morning,Non-Suicide
372,pwede naba umuwi... ay wala pa pala,can you go home... it's not there yet,go home not yet,Non-Suicide
373,"muscle memory ?? maliiiiiii, gar.","muscle memory ?? maliiiiiii, gar.",muscle memory maliiiiiii gar,Non-Suicide
374,road to heaven,road to heaven,road heaven,Possible Suicidal Post
375,di ko naman deserve to,I don't deserve it,not deserve,Possible Suicidal Post
376,"drained,want to unalive myself","drained,want to unalive myself",drain want unalive,Possible Suicidal Post
377,"AAAAAAA PAGOD NA AKOOOOO, WANT KO NA MAGPAHINGA, FOREVER","AAAAAAA I'M TIRED, I WANT TO REST, FOREVER",aaaaaaa tire want rest forever,Possible Suicidal Post
378,naiiyak na ako sa galit ko buong araw!!!,I've been crying because of my anger all day!!!,cry because anger all day,Possible Suicidal Post
379,NGARAG NA NGARAG KANINA BEH,"BEH, BEH",beh beh,Non-Suicide
380,uhaw sa tulog ??,thirsty for sleep ??,thirsty sleep,Non-Suicide
381,kailan kaya ulit magiging legit na rest day ang saturday and sunday,when will saturday and sunday be legit rest days again?,saturday sunday legit rest day,Non-Suicide
382,heart is happy <3,heart is happy <3,heart happy,Non-Suicide
383,be kind to yourself,be kind to yourself,kind,Non-Suicide
384,bakit ba ang lungkot tanginaaaaaAaaAAaa magbbirthday e HAHAAHAHAHAHHAA,Why are you so sad? It's a birthday,why sad birthday,Possible Suicidal Post
385,"sa dami ng gastos ngayong 4th year, may 1500 pa palang babayaran para sa graduation fee? shems ang gastos talaga maging graduating student ??","with the amount of expenses this 4th year, there is still 1500 to pay for the graduation fee? shems is it really expensive to be a graduating student??",amount expense th year still pay graduation fee shem really expensive graduating student,Possible Suicidal Post
386,"gusto kong maging kalmado sa lahat ng bagay, kaso oa ako kaya wag nalang","I want to be calm in everything, but I'm not, so don't be",want calm everything not not,Possible Suicidal Post
387,pass na ako ayoko na,"I'm done, I don't want it anymore",do not want anymore,Possible Suicidal Post
388,I love unplanned fun,I love unplanned fun,love unplanned fun,Non-Suicide
389,Did you know?,Did you know?,know,Non-Suicide
390,yun nalang talaga ang pag-asa ko ??,that's really my hope??,really hope,Non-Suicide
391,lapit na bday sana umabot <3,bday is coming soon <3,bday come soon,Non-Suicide
392,bango ng chicken joy ng roommate ko ??,the smell of my roommate's chicken joy??,smell roommate chicken joy,Non-Suicide
393,Like mastressa ak la unayen ??,Like mastressa and la unayen??,like mastressa la unayen,Possible Suicidal Post
394,Like gumaan yung pakiramdam ko sa mga sinabi ni,Like what he said made me feel better,like what say make feel well,Possible Suicidal Post
395,I know hindi enough ang preparation ko but still hoping for the best ??,I know hindi enough ang preparation ko but still hoping for the best ??,know hindi enough ang preparation ko still hop best,Possible Suicidal Post
396,Puro problema amp,Pure problem amp,pure problem amp,Possible Suicidal Post
397,Parang gusto kung sumabog ngayon,It feels like exploding now,feel like explode,Possible Suicidal Post
399,why naman beh,why naman beh,why naman beh,Non-Suicide
400,tuwing gabi pinapaos ako ??,every night I'm hoarse??,every night hoarse,Non-Suicide
401,"sto ko bumili ng tablet.  hindi para sa akin, para sa mga pusa ko.  HAHAHAHAHAHAHA","I didn't buy a tablet.  not for me, for my cats.  HAHAHAHAHAHA",not buy tablet not cat hahahahahaha,Non-Suicide
402,my self control disappears when it comes to:,my self control disappears when it comes to:,self control disappear come,Non-Suicide
403,sakit na ng ulo ko pero still can’t sleep,I have a headache but still can't sleep,headache still not sleep,Possible Suicidal Post
404,si ate ay fucked up nanaman ang mental health,sister is fucked up mental health,sister fuck up mental health,Possible Suicidal Post
405,"i’m so depressed, i act like it’s my birthday every day","i’m so depressed, i act like it’s my birthday every day",depressed act like birthday every day,Possible Suicidal Post
406,tatalon ako sa tulay,I will jump off the bridge,jump bridge,Possible Suicidal Post
407,Mahal ko kayo,I love you all,love all,Possible Suicidal Post
408,HAAAAAAY sarap sleep pag ganto talagaaaaaa <33333,HAAAAAAY it's so good to sleep like this <33333,haaaaaay good sleep like,Non-Suicide
409,naguurok na bukas ang mata ??,shrunk with eyes open ??,shrunk eye open,Non-Suicide
410,Watching tennis,Watching tennis,watch tennis,Non-Suicide
411,toothtotooth,toothtotooth,toothtotooth,Non-Suicide
412,mas rinig pa yung daldalan namin ni clang dito sa recording ko ng klase sa md2 ??,clang's chatter can be heard even more here in my recording of the class in md2 ??,clang chatter hear even more recording class md,Non-Suicide
413,Bro sabog na sabog ako kagabi,"Bro, I had a blast last night",bro blast last night,Possible Suicidal Post
