,Unnamed: 0,text,label,Translated Text,Cleaned Text
287,287,Ang sakit sobra ng likod koooo,possible suicidal post,My back hurts too much,back hurt much
288,288,Pahinga.,possible suicidal post,Rest.,rest
289,289,Please dont be in love with someone else ??,possible suicidal post,Please dont be in love with someone else ??,please dont love someone else
290,290,"Thank you po sa mga students ni mama, kaunti na lang mag kaka-tonsillitis na kami. Charr",possible suicidal post,"Thank you to mom's students, we just got tonsillitis. Char",thank mom student get tonsillitis char
291,291,kaproud naman ni Sir Cuevas ??,non-suicide,is Sir Cuevas proud ??,sir cuevas proud
292,292,nagustuhan nila inuwi kong cat food mwehe <33,non-suicide,they liked the cat food I brought home <33,like cat food bring home
293,293,almonds+dark chocolate>>>>>,non-suicide,almonds+dark chocolate>>>>>,almond dark chocolate
294,294,her first day on the job ????,non-suicide,her first day on the job ????,first day job
295,295,hay miss q na agad mashaaa,non-suicide,hey miss q I'll be fine soon,hey miss fine soon
296,296,holy shit,possible suicidal post,holy shit,holy shit
297,297,sobrang hirap,possible suicidal post,very difficult,very difficult
298,298,"bobo magbudget ,bobo sa time management, bobo sa house chores :((",possible suicidal post,"stupid to budget, stupid for time management, stupid for house chores :((",stupid budget stupid time management stupid house chore
299,299,so anxious about lots of stuff lately,possible suicidal post,so anxious about lots of stuff lately,anxious lot stuff lately
300,300,hirap mabuhay idol??,possible suicidal post,hard to live idol??,hard live idol
301,301,gurllllll what if? HAHQHQHAHAHA,non-suicide,gurllllll what if? HAHQHQHAHAHA,gurllllll what hahqhqhahaha
302,302,di ko alam kung matutuwa ako sa panaginip na yon o ano ??,non-suicide,I don't know if I will be happy in that dream or what??,not know happy dream what
303,303,my type of weather ???,non-suicide,my type of weather ???,type weather
304,304,kabagalan naman ng bus na to.,non-suicide,the bus is slow.,bus slow
305,305,kaya ba iclutch tong song writing?,non-suicide,can iclutch song writing?,iclutch song write
306,306,Nastress na ako sa buhay ko,possible suicidal post,I'm already stressed in my life,already stress life
307,307,Ngayon ko nararamdaman yung pagod nung mo day at tuesday ang sakit ng buong katawan ko haha,possible suicidal post,Now I feel the tiredness of your day and the pain of my whole body on Tuesday haha,feel tiredness day pain whole body tuesday haha
308,308,Gave you all I had and you tossed it in the trash,possible suicidal post,Gave you all I had and you tossed it in the trash,give all toss trash
309,309,"You tossed it in the trash, you did",possible suicidal post,"You tossed it in the trash, you did",toss trash
310,310,Pagod na ako ??,possible suicidal post,I am tired ??,tire
311,311,kqya pala maanghang ??,non-suicide,why is it spicy??,why spicy
312,312,yoko na ng red days yawa,non-suicide,"no more red days, devil",no more red day devil
313,313,pati ba naman sa panaginip ??,non-suicide,is it also in the dream??,also dream
314,314,after 2 weeks makakauwi na ako sa mga pusa q :>,non-suicide,after 2 weeks I can go home to the cats q :>,after week go home cat
315,315,nap time..??,non-suicide,nap time..??,nap time
316,316,You expect me to open up but you used my problem as a joke,possible suicidal post,You expect me to open up but you used my problem as a joke,expect open up use problem joke
317,317,2-3 hrs nalang ata kaya ko gawin na tulog,possible suicidal post,I can only sleep for 2-3 hrs,only sleep hr
318,318,Sleep deprived pt.2,possible suicidal post,Sleep deprived pt.2,sleep deprive pt
319,319,Kailangan ko makalimutan lahat ng ito,possible suicidal post,I need to forget all this,need forget all
320,320,I want to shut up and die.,possible suicidal post,I want to shut up and die.,want shut up die
321,321,what if 30 items lang solving tapos puro elements na?,non-suicide,what if solving only 30 items and then it's all elements?,what solve only item all element
322,322,ginagawa ko na ang lahat para makaless sa trays ??,non-suicide,I'm doing everything to get rid of the trays??,everything get rid tray
323,323,more vouchers sa shoppee HAHAHAHA,non-suicide,more vouchers at shoppee HAHAHAHA,more voucher shoppee hahahaha
324,324,naiinis talaga ako pag may nawawala akong gamitttt kahit halagang bente pesos pa yan hahahahaha,non-suicide,"I get really annoyed when I lose something, even if it costs twenty pesos hahahahaha",get really annoy lose something even cost twenty peso hahahahaha
325,325,magreview na baccla,non-suicide,review that baccala,review baccala
326,326,Magbreakdown nanaman ba ako,possible suicidal post,Am I going to have a breakdown?,go breakdown
327,327,Sobrang nipis na ng buhok ko ??,possible suicidal post,My hair is too thin??,hair thin
328,328,Wala akong matawag guys ??,possible suicidal post,I can't call you guys??,not call guy
329,329,Si lang nag reply sa lahat ng chinat ko ??,possible suicidal post,He's the only one who replied to all my posts??,only one who reply all post
330,330,Kanino ako mag sasabi ng SOS?,possible suicidal post,Who do I say SOS to?,who say so
331,331,dami naman aaralin shems,non-suicide,there's a lot to learn shems,lot learn shem
332,332,yung aso:((,non-suicide,the dog :((,dog
333,333,matutulog ako,non-suicide,i will sleep,sleep
334,334,ang cravings ko po ay long term memory,non-suicide,My cravings are long term memory,craving long term memory
335,335,uwi na tayo doccc,non-suicide,let's go home doccc,let go home doccc
336,336,Should I hang myself leaving the 25k primogems behind?,possible suicidal post,Should I hang myself leaving the 25k primogems behind?,hang leave primogems behind
337,337,I'm so depress right now fr,possible suicidal post,I'm so depress right now fr,depress right fr
338,338,pass na ako ayoko na,possible suicidal post,"I'm done, I don't want it anymore",do not want anymore
339,339,bat pa ako yung sinaktan,possible suicidal post,I'm still the one who got hurt,still one who get hurt
340,340,sobrang sakit na talaga ayoko na,possible suicidal post,it hurts so much I don't want to anymore,hurt much not want anymore
341,341,ay may acc pala ??,non-suicide,does it have an acc??,acc
342,342,bat ba kasi pati pagsabog at bomba mga sinasagutan hahaha,non-suicide,why is it that explosions and bombs are also answered hahaha?,why explosion bomb also answer hahaha
343,343,????gutom nanaman,non-suicide,????I'm still hungry,still hungry
344,344,happy na si baccla ??,non-suicide,happy na si baccala ??,happy na si baccala
345,345,sakit na ng likod ko ??,non-suicide,my back hurts??,back hurt
346,346,Bad communication really ends a lot of good things.,possible suicidal post,Bad communication really ends a lot of good things.,bad communication really end lot good thing
347,347,it is what it is shit happens and that's okay BUT WHAT THE FUCK,possible suicidal post,it is what it is shit happens and that's okay BUT WHAT THE FUCK,what shit happens okay what fuck
348,348,ighting my inner demons ,possible suicidal post,ighting my inner demons,ighting inner demon
349,349,bakit ganiyan ka Rj,possible suicidal post,why are you like that Rj,why like rj
350,350,kaya ko naman bbyahe nang mag-isa *umiyak*,possible suicidal post,I can travel alone *cry*,travel alone cry
351,351,Naiwan ko sa bahay plates ?? galing talaga ni baccla.,non-suicide,I left plates at home?? baccala is really good.,leave plate home baccala really good
352,352,the plans for today:,non-suicide,the plans for today:,plan today
353,353,I never say no to fries.,non-suicide,I never say no to fries.,never say no fry
354,354,"shet, sunod sunod ang gastossss!",non-suicide,"shet, the costs are one after the other!",shet cost one after
355,355,shookt si baccla,non-suicide,baccala shook,baccala shook
356,356,sobrang sakit na talaga ayoko na,possible suicidal post,it hurts so much I don't want to anymore,hurt much not want anymore
357,357,sukong suko na ako,possible suicidal post,I give up,give up
358,358,fck this life,possible suicidal post,fck this life,fck life
359,359,batrip na ako sa sarili ko,possible suicidal post,I'm mad at myself,mad
360,360,tama na po ayoko na,possible suicidal post,"that's right, I don't want it anymore",right not want anymore
361,361,lutang nanaman aq,non-suicide,float naman aq,float naman aq
362,362,"yes po, ganyan kalambing si masha q gang pagtulog hehe <3",non-suicide,"yes, that's how soft masha q gang sleeps hehe <3",yes how soft masha gang sleep hehe
363,363,Judging the neighbors while petting her kitten ??,non-suicide,Judging the neighbors while petting her kitten ??,judge neighbor pet kitten
364,364,kung ano ano naman kasi napipindot ng mga pusa na ito ??,non-suicide,what are these cats pressing??,what cat press
366,366,Burnout nakoooo,possible suicidal post,Burnout nakoooo,burnout nakoooo
367,367,Pagod nako toprank ??,possible suicidal post,I'm tired toprank ??,tire toprank
368,368,Hindi ko alam kung saan galing yung mga questions ??,possible suicidal post,I don't know where the questions come from??,not know where question come
369,369,"i was hurt the whole time, i just didn’t say anything.",possible suicidal post,"i was hurt the whole time, i just didn’t say anything.",hurt whole time didn say anything
370,370,Siguro pwede na ma deads,possible suicidal post,Maybe it can be dead,maybe dead
371,371,create your own path,non-suicide,create your own path,create own path
372,372,"tangina, what if?",non-suicide,"tangina, what if?",tangina what
373,373,good morning!,non-suicide,good morning!,good morning
374,374,pwede naba umuwi... ay wala pa pala,non-suicide,can you go home... it's not there yet,go home not yet
375,375,"muscle memory ?? maliiiiiii, gar.",non-suicide,"muscle memory ?? maliiiiiii, gar.",muscle memory maliiiiiii gar
376,376,road to heaven,possible suicidal post,road to heaven,road heaven
377,377,di ko naman deserve to,possible suicidal post,I don't deserve it,not deserve
378,378,"drained,want to unalive myself",possible suicidal post,"drained,want to unalive myself",drain want unalive
379,379,"AAAAAAA PAGOD NA AKOOOOO, WANT KO NA MAGPAHINGA, FOREVER",possible suicidal post,"AAAAAAA I'M TIRED, I WANT TO REST, FOREVER",aaaaaaa tire want rest forever
380,380,naiiyak na ako sa galit ko buong araw!!!,possible suicidal post,I've been crying because of my anger all day!!!,cry because anger all day
381,381,NGARAG NA NGARAG KANINA BEH,non-suicide,"BEH, BEH",beh beh
382,382,uhaw sa tulog ??,non-suicide,thirsty for sleep ??,thirsty sleep
383,383,kailan kaya ulit magiging legit na rest day ang saturday and sunday,non-suicide,when will saturday and sunday be legit rest days again?,saturday sunday legit rest day
384,384,heart is happy <3,non-suicide,heart is happy <3,heart happy
385,385,be kind to yourself,non-suicide,be kind to yourself,kind
386,386,bakit ba ang lungkot tanginaaaaaAaaAAaa magbbirthday e HAHAAHAHAHAHHAA,possible suicidal post,Why are you so sad? It's a birthday,why sad birthday
388,388,"sa dami ng gastos ngayong 4th year, may 1500 pa palang babayaran para sa graduation fee? shems ang gastos talaga maging graduating student ??",possible suicidal post,"with the amount of expenses this 4th year, there is still 1500 to pay for the graduation fee? shems is it really expensive to be a graduating student??",amount expense th year still pay graduation fee shem really expensive graduating student
389,389,"gusto kong maging kalmado sa lahat ng bagay, kaso oa ako kaya wag nalang",possible suicidal post,"I want to be calm in everything, but I'm not, so don't be",want calm everything not not
390,390,pass na ako ayoko na,possible suicidal post,"I'm done, I don't want it anymore",do not want anymore
391,391,I love unplanned fun,non-suicide,I love unplanned fun,love unplanned fun
392,392,Did you know?,non-suicide,Did you know?,know
393,393,yun nalang talaga ang pag-asa ko ??,non-suicide,that's really my hope??,really hope
394,394,lapit na bday sana umabot <3,non-suicide,bday is coming soon <3,bday come soon
395,395,bango ng chicken joy ng roommate ko ??,non-suicide,the smell of my roommate's chicken joy??,smell roommate chicken joy
396,396,Like mastressa ak la unayen ??,possible suicidal post,Like mastressa and la unayen??,like mastressa la unayen
397,397,Like gumaan yung pakiramdam ko sa mga sinabi ni,possible suicidal post,Like what he said made me feel better,like what say make feel well
398,398,I know hindi enough ang preparation ko but still hoping for the best ??,possible suicidal post,I know hindi enough ang preparation ko but still hoping for the best ??,know hindi enough ang preparation ko still hop best
399,399,Puro problema amp,possible suicidal post,Pure problem amp,pure problem amp
400,400,Parang gusto kung sumabog ngayon,possible suicidal post,It feels like exploding now,feel like explode
401,401,this ??????,non-suicide,this ??????,
402,402,why naman beh,non-suicide,why naman beh,why naman beh
